n,t,mx,z,norm
3.841534563900000000e+10,2.413707352891901855e+11,5.537185483864253549e-02,-5.537185483864253549e-02,9.999970816033240117e-01
3.880738575300000000e+10,2.438339959733000183e+11,7.324275050975415091e-02,-7.324275050975415091e-02,9.999970518202947467e-01
3.920342675300000000e+10,2.463223949655407104e+11,9.003338041421708737e-02,-9.003338041421708737e-02,9.999970217333060685e-01
3.960350947000000000e+10,2.488361888146516113e+11,-1.060670419950516391e-01,-1.060670419950516391e-01,9.999969913392535714e-01
4.000767515100000000e+10,2.513756366831770325e+11,1.233602903017125690e-01,-1.233602903017125690e-01,9.999969606350369578e-01
4.041596546400000000e+10,2.539410003788823853e+11,-1.399416265332059095e-01,-1.399416265332059095e-01,9.999969296174594513e-01
4.082842250200000000e+10,2.565325443798868103e+11,-1.587074437542730365e-01,-1.587074437542730365e-01,9.999968982833754572e-01
4.124508878800000000e+10,2.591505358660791016e+11,-1.744864506601421228e-01,-1.744864506601421228e-01,9.999968666294937192e-01
4.166600727800000000e+10,2.617952447379673157e+11,-1.922441305065905326e-01,-1.922441305065905326e-01,9.999968346525679452e-01
4.209122136800000000e+10,2.644669436606610413e+11,-2.094277991324654531e-01,-2.094277991324654531e-01,9.999968023493189806e-01
4.252077489400000000e+10,2.671659080638714294e+11,-2.291951980892774632e-01,-2.291951980892774632e-01,9.999967697164300340e-01
4.295471214300000000e+10,2.698924162110261536e+11,2.458016565691373556e-01,-2.458016565691373556e-01,9.999967367505089300e-01
4.339307785200000000e+10,2.726467491929863281e+11,-2.627791071342837070e-01,-2.627791071342837070e-01,9.999967034481310746e-01
4.383591721400000000e+10,2.754291909657454834e+11,-2.830416546779995768e-01,-2.830416546779995768e-01,9.999966698059290504e-01
4.428327588500000000e+10,2.782400283944121094e+11,2.995319717901940293e-01,-2.995319717901940293e-01,9.999966358203838945e-01
4.473519998400000000e+10,2.810795512532092896e+11,-3.185533198339567384e-01,-3.185533198339567384e-01,9.999966014880021792e-01
4.519173610500000000e+10,2.839480523008732300e+11,3.361496083506879673e-01,-3.361496083506879673e-01,9.999965668052804846e-01
4.565293131400000000e+10,2.868458272618036499e+11,-3.531841086130995677e-01,-3.531841086130995677e-01,9.999965317685397537e-01
4.611883315800000000e+10,2.897731748826123047e+11,-3.712584843171298221e-01,-3.712584843171298221e-01,9.999964963743068758e-01
4.658948966900000000e+10,2.927303969572559204e+11,3.901973210466381237e-01,-3.901973210466381237e-01,9.999964606188754823e-01
4.706494937200000000e+10,2.957177983773015137e+11,-4.082706632436823857e-01,-4.082706632436823857e-01,9.999964244984859141e-01
4.754526128300000000e+10,2.987356871193600464e+11,4.268796818549132621e-01,-4.268796818549132621e-01,9.999963880095626978e-01
4.803047492100000000e+10,3.017843743204848022e+11,4.466254214331692451e-01,-4.466254214331692451e-01,9.999963511482271583e-01
4.852064031000000000e+10,3.048641742907375488e+11,-4.634031605573778467e-01,-4.634031605573778467e-01,9.999963139106408105e-01
4.901580798400000000e+10,3.079754045446046753e+11,-4.812425136654000513e-01,-4.812425136654000513e-01,9.999962762931038363e-01
4.951602899100000000e+10,3.111183858261296387e+11,5.002664473863628336e-01,-5.002664473863628336e-01,9.999962382917059189e-01
5.002135490500000000e+10,3.142934421843115234e+11,5.179965794162455506e-01,-5.179965794162455506e-01,9.999961999024690185e-01
5.053183782000000000e+10,3.175009009354057617e+11,-5.382009286443453222e-01,-5.382009286443453222e-01,9.999961611213777912e-01
5.104753036700000000e+10,3.207410927697381592e+11,5.565189041440573581e-01,-5.565189041440573581e-01,9.999961219446185101e-01
5.156848571100000000e+10,3.240143517328556519e+11,5.737855182266740073e-01,-5.737855182266740073e-01,9.999960823680419386e-01
5.209475756000000000e+10,3.273210152820746460e+11,-5.912794417486373355e-01,-5.912794417486373355e-01,9.999960423874650894e-01
5.262640017100000000e+10,3.306614243241804810e+11,6.116913376829846705e-01,-6.116913376829846705e-01,9.999960019990217219e-01
5.316346835400000000e+10,3.340359232405596924e+11,-6.265340843601134857e-01,-6.265340843601134857e-01,9.999959611982905949e-01
5.370601747900000000e+10,3.374448599311828613e+11,6.455949493765280600e-01,-6.455949493765280600e-01,9.999959199812835653e-01
5.425410348000000000e+10,3.408885858397368774e+11,-6.626737381270682015e-01,-6.626737381270682015e-01,9.999958783435399789e-01
5.480778286300000000e+10,3.443674560038907471e+11,6.808543368845721977e-01,-6.808543368845721977e-01,9.999958362809777679e-01
5.536711271000000000e+10,3.478818290804281006e+11,-6.964898139079390704e-01,-6.964898139079390704e-01,9.999957937890469051e-01
5.593215068600000000e+10,3.514320673892297974e+11,-7.150870996226180720e-01,-7.150870996226180720e-01,9.999957508635546333e-01
5.650295504400000000e+10,3.550185369446895142e+11,-7.314608627550205355e-01,-7.314608627550205355e-01,9.999957074999769047e-01
5.707958463100000000e+10,3.586416074934129028e+11,7.468992537851333324e-01,-7.468992537851333324e-01,9.999956636939070220e-01
5.766209889600000000e+10,3.623016525644834595e+11,-7.624626449501610281e-01,-7.624626449501610281e-01,9.999956194406750543e-01
5.825055789300000000e+10,3.659990494883114624e+11,7.798788162386022238e-01,-7.798788162386022238e-01,9.999955747359747793e-01
5.884502229100000000e+10,3.697341794594664307e+11,7.953375257952167710e-01,-7.953375257952167710e-01,9.999955295749738404e-01
5.944555337700000000e+10,3.735074275555262451e+11,8.098834926935518652e-01,-8.098834926935518652e-01,9.999954839531132178e-01
6.005221306100000000e+10,3.773191827684932251e+11,8.238999923534096048e-01,-8.238999923534096048e-01,9.999954378656578102e-01
6.066506389000000000e+10,3.811698380927588501e+11,-8.391153477129548177e-01,-8.391153477129548177e-01,9.999953913077556100e-01
6.128416904500000000e+10,3.850597905062540283e+11,8.526726773783391833e-01,-8.526726773783391833e-01,9.999953442749364152e-01
6.190959235400000000e+10,3.889894410521304321e+11,-8.664572547634570299e-01,-8.664572547634570299e-01,9.999952967619391009e-01
6.254139829500000000e+10,3.929591948576104126e+11,8.789056912282471323e-01,-8.789056912282471323e-01,9.999952487642461696e-01
6.317965200500000000e+10,3.969694611905352783e+11,8.906732938642728525e-01,-8.906732938642728525e-01,9.999952002766108183e-01
6.382441928600000000e+10,4.010206534970646362e+11,-9.027616583083664104e-01,-9.027616583083664104e-01,9.999951512940881138e-01
6.447576660900000000e+10,4.051131894268089600e+11,9.153954130761712271e-01,-9.153954130761712271e-01,9.999951018118492518e-01
6.513376112700000000e+10,4.092474909145112915e+11,9.239647091247555899e-01,-9.239647091247555899e-01,9.999950518245795950e-01
6.579847067700000000e+10,4.134239841926132202e+11,9.344969449618288904e-01,-9.344969449618288904e-01,9.999950013271370342e-01
6.646996378700000000e+10,4.176430998352375488e+11,9.423930412099784659e-01,-9.423930412099784659e-01,9.999949503143643614e-01
6.714830968500000000e+10,4.219052728147366943e+11,9.546759067195518256e-01,-9.546759067195518256e-01,9.999948987809988976e-01
6.783357830600000000e+10,4.262109425456751099e+11,-9.597235968584091337e-01,-9.597235968584091337e-01,9.999948467216291936e-01
6.852584029800000000e+10,4.305605529225283813e+11,-9.685423024296140326e-01,-9.685423024296140326e-01,9.999947941310591837e-01
6.922516703200000000e+10,4.349545523825150757e+11,-9.748936905688065924e-01,-9.748936905688065924e-01,9.999947410038221296e-01
6.993163060500000000e+10,4.393933939244462891e+11,9.802745539938012564e-01,-9.802745539938012564e-01,9.999946873345060272e-01
7.064530385000000000e+10,4.438775351715574341e+11,-9.851267017052114383e-01,-9.851267017052114383e-01,9.999946331172584468e-01
7.136626034500000000e+10,4.484074384280571289e+11,9.886547975648419806e-01,-9.886547975648419806e-01,9.999945783469504912e-01
7.209457441600000000e+10,4.529835706979765015e+11,-9.915722068103648423e-01,-9.915722068103648423e-01,9.999945230174502875e-01
7.283032115100000000e+10,4.576064037731338501e+11,9.936691097338906653e-01,-9.936691097338906653e-01,9.999944671235289073e-01
7.357357640200000000e+10,4.622764142457011108e+11,-9.963308761944962288e-01,-9.963308761944962288e-01,9.999944106589863102e-01
7.432441679500000000e+10,4.669940835710356445e+11,9.970433040496491373e-01,-9.970433040496491373e-01,9.999943536184593418e-01
7.508291974000000000e+10,4.717598981305121460e+11,-9.967057482326908691e-01,-9.967057482326908691e-01,9.999942959955556709e-01
7.584916343400000000e+10,4.765743492503719482e+11,-9.935242371578525411e-01,-9.935242371578525411e-01,9.999942377847069741e-01
7.662322687500000000e+10,4.814379332896879883e+11,9.901468630408717386e-01,-9.901468630408717386e-01,9.999941789799418057e-01
7.740518986500000000e+10,4.863511516592142334e+11,9.882196909573578436e-01,-9.882196909573578436e-01,9.999941195749288969e-01
7.819513302200000000e+10,4.913145108967836914e+11,-9.807623613638277726e-01,-9.807623613638277726e-01,9.999940595636046536e-01
7.899313778600000000e+10,4.963285227050078125e+11,-9.759447565568785121e-01,-9.759447565568785121e-01,9.999939989399231344e-01
